gene_representative,product_name
195.2095.peg.1525,FIG00973752: TolA-like membrane protein
195.2095.peg.1805,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
195.2096.peg.539,"Phosphate ABC transporter, permease protein PstC (TC 3.A.1.7.1)"
195.2096.peg.1344,hypothetical protein
195.2096.peg.1739,hypothetical protein
195.2096.peg.538,"Phosphate ABC transporter, permease protein PstC (TC 3.A.1.7.1)"
195.2096.peg.1256,hypothetical protein
195.2096.peg.1263,hypothetical protein
195.2096.peg.1260,"Sulfate permease, Trk-type"
195.2096.peg.1741,hypothetical protein
195.2096.peg.1262,hypothetical protein
195.2096.peg.1656,Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)
195.2096.peg.1062,"transporter, putative"
195.2096.peg.398,Putative integral membrane protein HP_0181
195.2096.peg.1502,"ISCco1, transposase orfB"
195.2096.peg.1733,hypothetical protein
195.2096.peg.1742,hypothetical protein
195.2096.peg.1061,Putative transporter
195.2096.peg.1435,hypothetical protein
195.2096.peg.885,FIG00470547: hypothetical protein
195.2096.peg.928,"Oxidoreductase, short-chain dehydrogenase/reductase family"
195.2097.peg.700,Probable lipoprotein nlpC precursor
195.2097.peg.1800,Flagellin
195.2097.peg.1692,Pyrrolidone-carboxylate peptidase (EC 3.4.19.3)
195.2097.peg.1798,hypothetical protein
195.2097.peg.1127,hypothetical protein
195.2097.peg.1490,hypothetical protein
195.2097.peg.1796,Flagellin
195.2097.peg.1639,hypothetical protein
195.2097.peg.1795,Methyl-accepting chemotaxis signal transduction protein
195.2097.peg.1633,Pyrrolidone-carboxylate peptidase (EC 3.4.19.3)
195.2097.peg.701,Probable lipoprotein nlpC precursor
195.2097.peg.1075,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
195.2097.peg.1797,Methyl-accepting chemotaxis protein
195.2098.peg.1601,hypothetical protein
195.2098.peg.1596,FIG00471065: hypothetical protein
195.2098.peg.1860,Motility accessory factor
195.2098.peg.381,Possible sugar transferase
195.2098.peg.382,Possible sugar transferase
195.2098.peg.1199,Lysophospholipid transporter LplT / 2-acylglycerophosphoethanolamine acyltransferase (EC 2.3.1.40) / Acyl-[acyl-carrier-protein] synthetase (EC 6.2.1.20)
195.2098.peg.1841,Motility accessory factor
195.2098.peg.1463,Phage tail fiber protein GpH
195.2098.peg.1592,putative nucleotidyltransferase
195.2098.peg.590,Citrate lyase beta chain (EC 4.1.3.6)
195.2098.peg.1200,Lysophospholipid transporter LplT / 2-acylglycerophosphoethanolamine acyltransferase (EC 2.3.1.40) / Acyl-[acyl-carrier-protein] synthetase (EC 6.2.1.20)
195.2098.peg.1856,Motility accessory factor
195.2098.peg.889,"Transcriptional repressor of CmeABC operon, CmeR"
195.2098.peg.893,hypothetical protein
195.2099.peg.61,"Signal transduction protein CetA, mediates an energy taxis response"
195.2099.peg.1239,hypothetical protein
195.2100.peg.1618,Crossover junction endodeoxyribonuclease RuvC (EC 3.1.22.4)
195.2100.peg.1818,Motility accessory factor
195.2100.peg.529,High-affinity Fe2+/Pb2+ permease precursor
195.2100.peg.1807,Motility accessory factor
195.2100.peg.1463,hypothetical protein
195.2100.peg.1750,Propionate--CoA ligase (EC 6.2.1.17); Acetyl-CoA synthetase (EC 6.2.1.1)
195.2100.peg.269,Motility accessory factor
195.2100.peg.920,Hot dog fold protein HP0420
195.2100.peg.200,Putative aminotransferase
195.2100.peg.1304,Hot dog fold protein HP0420
195.2100.peg.1782,"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)"
195.2100.peg.1250,Translation elongation factor LepA
195.2100.peg.1773,High-affinity Fe2+/Pb2+ permease precursor
195.2100.peg.1653,Signal recognition particle receptor FtsY
195.2100.peg.1796,"Adenosine deaminase (EC 3.5.4.4), alternative form"
195.2100.peg.1735,Crossover junction endodeoxyribonuclease RuvC (EC 3.1.22.4)
195.2100.peg.201,Putative aminotransferase
195.2100.peg.1587,"Adenosine deaminase (EC 3.5.4.4), alternative form"
195.2100.peg.1441,hypothetical protein
195.2101.peg.1613,Excinuclease ABC subunit A
195.2101.peg.998,Flagellar biosynthesis protein FlhA
195.2101.peg.1112,Ferrous iron transporter FeoB
195.2101.peg.908,"Peptidoglycan D,D-transpeptidase MrdA (EC 3.4.16.4)"
195.2101.peg.1659,GTP-binding protein Obg
195.2101.peg.1428,Putative periplasmic protein
195.2101.peg.909,LSU ribosomal protein L4p (L1e)
195.2101.peg.1700,Putative pre-16S rRNA nuclease YqgF
195.2101.peg.446,AzlC family protein
195.2101.peg.1779,Aminoglycoside 2''-phosphotransferase (EC 2.7.1.190) => APH(2'')
195.2101.peg.1784,Mobile element protein
195.2101.peg.693,"Type I restriction-modification system, specificity subunit S"
195.2101.peg.674,Excinuclease ABC subunit A
195.2101.peg.1773,DNA translocase FtsK
195.2101.peg.1771,"Transcriptional repressor of CmeABC operon, CmeR"
195.2101.peg.1660,Putative periplasmic protein
195.2101.peg.1717,"Peptidoglycan D,D-transpeptidase MrdA (EC 3.4.16.4)"
195.2101.peg.1681,hypothetical protein
195.2101.peg.1612,UPF0126 inner membrane protein YicG
195.2101.peg.1796,Flagellin
195.2101.peg.445,AzlC family protein
195.2101.peg.1530,UPF0126 inner membrane protein YicG
195.2102.peg.1855,FIG00973752: TolA-like membrane protein
195.2102.peg.1760,hypothetical protein
195.2102.peg.99,"Beta-1,4-galactosyltransferase"
195.2102.peg.570,Propionate--CoA ligase (EC 6.2.1.17) / Acetyl-coenzyme A synthetase (EC 6.2.1.1)
195.2102.peg.1646,Leader peptidase (Prepilin peptidase) (EC 3.4.23.43)
195.2102.peg.1759,Integral membrane protein
195.2102.peg.1844,hypothetical protein
195.2102.peg.1570,FIG00471065: hypothetical protein
195.2102.peg.1406,FIG00973752: TolA-like membrane protein
195.2102.peg.964,CRISPR-associated protein Cas1
195.2102.peg.1758,Integral membrane protein
195.2102.peg.963,CRISPR-associated protein Cas1
195.2102.peg.1857,Bacteriocin resistance protein; peptidase C39
195.2102.peg.495,Ammonium transporter
195.2102.peg.12,Filamentous haemagglutinin domain protein
195.2102.peg.1843,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
195.2102.peg.1850,Motility accessory factor
195.2102.peg.98,"Beta-1,4-galactosyltransferase"
195.2102.peg.1578,hypothetical protein
195.2102.peg.1141,hypothetical protein
195.2102.peg.866,Ribonuclease HII (EC 3.1.26.4)
195.2102.peg.1811,hypothetical protein
195.2102.peg.1849,Motility accessory factor
195.2102.peg.1102,hypothetical protein
195.2102.peg.1837,hypothetical protein
195.2102.peg.1813,"Beta-1,3-glucosyltransferase"
195.2102.peg.1396,"GDP-4-amino-4,6-dideoxy-alpha-D-acetylglucosamine N-acetyltransferase"
195.2102.peg.1557,hypothetical protein
195.2102.peg.1856,FIG00973752: TolA-like membrane protein
195.2102.peg.199,"Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72) / Type I restriction-modification system, specificity subunit S"
195.2102.peg.1825,hypothetical protein
195.2102.peg.494,Ammonium transporter
195.2102.peg.1140,FIG00470112: hypothetical protein
195.2102.peg.1827,Bacteriocin resistance protein; peptidase C39
195.2102.peg.1858,Bacteriocin resistance protein; peptidase C39
195.2102.peg.1398,hypothetical protein
195.2102.peg.1722,Anaerobic C4-dicarboxylate transporter DcuA
195.2102.peg.865,Ribonuclease HII (EC 3.1.26.4)
195.2102.peg.1397,"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.41)"
195.2102.peg.1582,"PhoX, Predicted phosphatase"
195.2104.peg.1804,hypothetical protein
195.2104.peg.94,"D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase (EC 3.1.3.82)"
195.2104.peg.1858,Motility accessory factor
195.2104.peg.1803,hypothetical protein
195.2104.peg.1695,Integral membrane protein
195.2105.peg.724,Possible RNA methyltransferase aq_898
195.2105.peg.1842,Flagellin
195.2105.peg.1805,"Inner membrane protein of type IV secretion of T-DNA complex, VirB6"
195.2105.peg.725,Possible RNA methyltransferase aq_898
195.2105.peg.1854,Motility accessory factor
195.2105.peg.1014,"Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4) / Sulfate permease, Trk-type"
195.2105.peg.1010,hypothetical protein
195.2106.peg.77,D-sedoheptulose 7-phosphate isomerase (EC 5.3.1.28)
195.2106.peg.184,hypothetical protein
195.2106.peg.721,Channel-forming transporter/cytolysins activator of TpsB family
195.2106.peg.1758,FIG00470597: hypothetical protein
195.2106.peg.1745,"Ribbon-helix-helix protein, copG family domain protein"
195.2106.peg.1798,Methyl-accepting chemotaxis signal transduction protein
195.2106.peg.717,"Hemolysin, putative"
195.2106.peg.1757,FIG00470597: hypothetical protein
195.2106.peg.1799,hypothetical protein
195.2106.peg.619,hypothetical protein
195.2107.peg.171,Probable periplasmic protein Cj1079
195.2107.peg.838,hypothetical protein
195.2107.peg.1758,"Coupling protein VirD4, ATPase required for T-DNA transfer"
195.2107.peg.341,hypothetical protein
195.2107.peg.639,Iron compound ABC uptake transporter permease protein
195.2107.peg.1757,"Coupling protein VirD4, ATPase required for T-DNA transfer"
195.2107.peg.1687,RecD-like DNA helicase YrrC
195.2107.peg.1751,hypothetical protein
195.2107.peg.640,Enterochelin uptake permease CeuB
195.2107.peg.1795,hypothetical protein
195.2108.peg.1748,Motility accessory factor
195.2108.peg.987,16S rRNA (guanine(527)-N(7))-methyltransferase (EC 2.1.1.170)
195.2108.peg.1745,Flagellin
195.2109.peg.30,"GDP-4-amino-4,6-dideoxy-alpha-D-acetylglucosamine N-acetyltransferase"
195.2109.peg.1515,Metal-dependent hydrolase
195.2109.peg.855,FIG00470474: hypothetical protein
195.2110.peg.1771,Flagellin
195.2110.peg.1712,"Minor pilin of type IV secretion complex, VirB5"
195.2110.peg.1763,hypothetical protein
195.2110.peg.1723,hypothetical protein
195.2110.peg.1508,hypothetical protein
195.2110.peg.203,"sarcosine oxidase, putative"
195.2110.peg.141,Putative two-component sensor histidine kinase
195.2110.peg.1647,Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)
195.2110.peg.202,"sarcosine oxidase, putative"
195.2110.peg.140,Two-component system sensor histidine kinase
195.2111.peg.1958,Glycerate kinase (EC 2.7.1.31)
195.2111.peg.1942,hypothetical protein
195.2111.peg.1968,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
195.2111.peg.1955,hypothetical protein
195.2111.peg.341,"Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => CmeF"
195.2111.peg.685,Methyl-accepting chemotaxis signal transduction protein
195.2111.peg.1938,"bacteriophage DNA transposition protein A, putative"
195.2111.peg.1969,hypothetical protein
195.2111.peg.1888,hypothetical protein
195.2111.peg.1939,Methyl-accepting chemotaxis signal transduction protein
195.2111.peg.1956,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
195.2111.peg.924,"phage repressor protein, putative"
195.2111.peg.1974,hypothetical protein
195.2111.peg.923,hypothetical protein
195.2111.peg.891,hypothetical protein
195.2111.peg.942,hypothetical protein
195.2111.peg.1973,Baseplate assembly protein V
195.2111.peg.1927,hypothetical protein
195.2111.peg.1945,"bacteriophage DNA transposition protein A, putative"
195.2111.peg.1975,"bacteriophage DNA transposition protein A, putative"
195.2111.peg.356,hypothetical protein
195.2111.peg.1907,Glycerate kinase (EC 2.7.1.31)
195.2111.peg.1673,"Inner membrane protein forms channel for type IV secretion of T-DNA complex, VirB3 / ATPase required for both assembly of type IV secretion complex and secretion of T-DNA complex, VirB4"
195.2111.peg.889,Phage Rha protein
195.2111.peg.1896,hypothetical protein
195.2111.peg.1944,Motility accessory factor
195.2111.peg.916,hypothetical protein
195.2111.peg.1936,"Beta-1,3-galactosyltransferase / Beta-1,4-galactosyltransferase"
195.2111.peg.1967,hypothetical protein
195.2111.peg.1878,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
195.2111.peg.1407,Membrane protein
195.2111.peg.948,hypothetical protein
195.2111.peg.1937,Replication initiation ATPase; bacteriophage DNA transposition B protein
195.2111.peg.915,hypothetical protein
195.2111.peg.1961,"bacteriophage DNA transposition protein A, putative"
195.2111.peg.1672,"Inner membrane protein forms channel for type IV secretion of T-DNA complex, VirB3 / ATPase required for both assembly of type IV secretion complex and secretion of T-DNA complex, VirB4"
195.2111.peg.1954,Phage baseplate assembly protein GpV
195.2111.peg.1916,hypothetical protein
195.2111.peg.1953,hypothetical protein
195.2111.peg.340,"Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => CmeF"
195.2111.peg.1064,hypothetical protein
195.2111.peg.928,hypothetical protein
195.2111.peg.1840,hypothetical protein
195.2112.peg.1432,"alpha-2,3-sialyltransferase"
195.2112.peg.1445,Motility accessory factor
195.2112.peg.1834,Motility accessory factor
195.2112.peg.1779,hypothetical protein
195.2112.peg.811,Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)
195.2112.peg.1634,hypothetical protein
195.2112.peg.1807,hypothetical protein
195.2112.peg.1431,"alpha-2,3-sialyltransferase"
195.2112.peg.1625,hypothetical protein
195.2112.peg.1552,hypothetical protein
195.2112.peg.1776,hypothetical protein
195.2112.peg.1800,hypothetical protein
195.2112.peg.1475,"GDP-4-amino-4,6-dideoxy-alpha-D-acetylglucosamine N-acetyltransferase"
195.2112.peg.1804,Conjugative transfer protein TrbD
195.2113.peg.354,hypothetical protein
195.2113.peg.369,hypothetical protein
195.2113.peg.364,hypothetical protein
195.2113.peg.477,"Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)"
195.2113.peg.1915,Motility accessory factor
195.2113.peg.1890,Flagellin
195.2113.peg.476,"Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)"
195.2113.peg.358,hypothetical protein
195.2113.peg.1006,Rubrerythrin
195.2113.peg.360,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
195.2113.peg.363,N-acylneuraminate cytidylyltransferase (EC 2.7.7.43)
195.2113.peg.355,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
195.2113.peg.1906,Motility accessory factor
195.2113.peg.488,hypothetical protein
195.2113.peg.347,Na+/H+ antiporter
195.2113.peg.368,UDP-glucuronate decarboxylase (EC 4.1.1.35)
195.2113.peg.487,"Oxidoreductase, aldo/keto reductase family"
195.2113.peg.925,Oligoendopeptidase F-like protein
195.2113.peg.1528,hypothetical protein
195.2113.peg.367,UDP-glucose 6-dehydrogenase (EC 1.1.1.22)
195.2113.peg.348,Pyruvate kinase (EC 2.7.1.40)
195.2113.peg.1914,hypothetical protein
195.2113.peg.268,Putative periplasmic protein
195.2113.peg.508,"Transcriptional regulator, GntR family"
195.2113.peg.1920,hypothetical protein
195.2113.peg.1489,hypothetical protein
195.2113.peg.1529,hypothetical protein
195.2113.peg.352,hypothetical protein
195.2113.peg.1471,hypothetical protein
195.2113.peg.1524,hypothetical protein
195.2113.peg.498,Arsenical-resistance protein ACR3
195.2113.peg.974,ADP-heptose--lipooligosaccharide heptosyltransferase II
195.2113.peg.351,hypothetical protein
195.2113.peg.1273,hypothetical protein
195.2113.peg.1917,Motility accessory factor
195.2113.peg.1457,hypothetical protein
195.2113.peg.1530,Type II restriction enzyme HhaII (Endonuclease HhaII) (R.HhaII)
195.2113.peg.1272,hypothetical protein
195.2113.peg.349,Sulfate adenylyltransferase (EC 2.7.7.4)
195.2113.peg.356,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
195.2113.peg.328,"MmgE/PrpD family protein, putative"
195.2113.peg.505,"Tricarballylate utilization protein, TcuB"
195.2113.peg.769,hypothetical protein
195.2113.peg.506,"Tricarballylate dehydrogenase, TcuA"
195.2113.peg.773,Putative large exoprotein involved in heme utilization or adhesion of ShlA/HecA/FhaA family
195.2113.peg.1274,hypothetical protein
195.2113.peg.1891,Motility accessory factor
195.2113.peg.1543,Conjugative transfer protein TrbI
195.2113.peg.1532,hypothetical protein
195.2113.peg.353,hypothetical protein
195.2113.peg.1526,hypothetical protein
195.2113.peg.1271,hypothetical protein
195.2113.peg.1372,hypothetical protein
195.2113.peg.267,Putative periplasmic protein
195.2113.peg.1856,Formyl transferase domain protein
195.2113.peg.1573,Oxygen-independent coproporphyrinogen-III oxidase-like protein YggW
195.2113.peg.1254,hypothetical protein
195.2113.peg.991,Biotin sulfoxide reductase (EC 1.-.-.-) / Free methionine-(S)-sulfoxide reductase
195.2113.peg.1911,Motility accessory factor
195.2113.peg.489,hypothetical protein
195.2113.peg.359,hypothetical protein
195.2113.peg.357,hypothetical protein
195.2113.peg.1823,hypothetical protein
195.2113.peg.1253,Alpha-ketoglutarate permease
195.2113.peg.1415,"Putative metal chaperone, involved in Zn homeostasis, GTPase of COG0523 family"
195.2113.peg.1549,hypothetical protein
195.2113.peg.1648,hypothetical protein
195.2113.peg.507,L-Proline/Glycine betaine transporter ProP
195.2113.peg.1574,Oxygen-independent coproporphyrinogen-III oxidase-like protein YggW
195.2113.peg.1416,"Putative metal chaperone, involved in Zn homeostasis, GTPase of COG0523 family"
195.2113.peg.990,putative cytochrome C-type haem-binding periplasmic protein
195.2113.peg.350,Cytidine diphosphoramidate kinase Cj1415
195.2113.peg.1901,Motility accessory factor
195.2113.peg.361,N-acetylneuraminate synthase (EC 2.5.1.56)
195.2113.peg.1442,FIG00638667: hypothetical protein
195.2113.peg.365,UDP-galactopyranose mutase (EC 5.4.99.9)
