cluster,product_name
Cluster 4737,Putative pre-16S rRNA nuclease YqgF
Cluster 4738,Aspartate 1-decarboxylase (EC 4.1.1.11)
Cluster 4739,hypothetical protein
Cluster 4740,hypothetical protein
Cluster 4741,FIG00471942: hypothetical protein
Cluster 4742,putative lipoprotein
Cluster 4743,putative cytochrome C-type haem-binding periplasmic protein
Cluster 4744,Flagellin
Cluster 4745,Putative methyl-accepting chemotaxis protein
Cluster 4746,hypothetical protein
Cluster 4747,Flagellar hook-length control protein FliK
Cluster 4748,hypothetical protein
Cluster 4749,Dolichol-phosphate mannosyltransferase (EC 2.4.1.83) in lipid-linked oligosaccharide synthesis cluster
Cluster 4750,Methyl-accepting chemotaxis signal transduction protein
Cluster 4751,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
Cluster 4752,hypothetical protein
Cluster 4753,"Phage head, major capsid protein E"
Cluster 4754,hypothetical protein
Cluster 4755,Bacillosamine/Legionaminic acid biosynthesis aminotransferase PglE; 4-keto-6-deoxy-N-Acetyl-D-hexosaminyl-(Lipid carrier) aminotransferase
Cluster 4756,FIG00469432: hypothetical protein
Cluster 4757,Phage antirepressor protein
Cluster 4758,Phage Rha protein
Cluster 4759,"Uncharacterized metal ion transporter YcsG, Mn(2+)/Fe(2+) NRAMP family"
Cluster 4760,hypothetical protein
Cluster 4761,hypothetical protein
Cluster 4762,hypothetical protein
Cluster 4763,SSU ribosomal protein S6p
Cluster 4764,hypothetical protein
Cluster 4765,conserved hypothetical protein TIGR01671
Cluster 4766,Cytolethal distending toxin subunit C
Cluster 4767,Hypothetical protein pVir0012
Cluster 4768,hypothetical protein
Cluster 4769,SrpA-related protein
Cluster 4770,tRNA (uracil(54)-C5)-methyltransferase (EC 2.1.1.35) @ tmRNA (uracil(341)-C5)-methyltransferase
Cluster 4771,hypothetical protein
Cluster 4772,CAAX amino terminal protease family protein
Cluster 4773,hypothetical protein
Cluster 4774,Motility accessory factor
Cluster 4775,Motility accessory factor
Cluster 4776,Ribonuclease HII (EC 3.1.26.4)
Cluster 4777,hypothetical protein
Cluster 4778,Phage tail fiber protein GpH
Cluster 4779,putative lipoprotein
Cluster 4780,hypothetical protein
Cluster 4781,hypothetical protein
Cluster 4782,hypothetical protein
Cluster 4783,Phage major tail tube protein GpFII
Cluster 4784,Phage tail length tape-measure protein GpT
Cluster 4785,Tgh102
Cluster 4786,"Type I restriction-modification system, specificity subunit S (EC 3.1.21.3)"
Cluster 4787,"Beta-1,3-galactosyltransferase / Beta-1,4-galactosyltransferase"
Cluster 4788,hypothetical protein
Cluster 4789,FIG00471415: hypothetical protein
Cluster 4790,"PhoX, Predicted phosphatase"
Cluster 4791,Motility accessory factor
Cluster 4792,Anaerobic C4-dicarboxylate transporter DcuC
Cluster 4793,4-hydroxybenzoyl-CoA thioesterase family active site
Cluster 4794,integral membrane protein
Cluster 4795,hypothetical protein
Cluster 4796,"HspR, transcriptional repressor of DnaK operon"
Cluster 4797,hypothetical protein
Cluster 4798,Phage tail protein GpU
Cluster 4799,Membrane protein insertion efficiency factor YidD
Cluster 4800,Translation elongation factor LepA
Cluster 4801,hypothetical protein
Cluster 4802,Catalase (EC 1.11.1.6)
Cluster 4803,Protein of unknown function DUF262 family
Cluster 4804,Motility accessory factor
Cluster 4805,hypothetical protein
Cluster 4806,"bacteriophage DNA transposition protein A, putative"
Cluster 4807,Methyl-accepting chemotaxis signal transduction protein
Cluster 4808,"Phage virion morphogenesis protein Mup30, F"
Cluster 4809,Ribosomal RNA adenine dimethylase
Cluster 4810,"Hemolysin, putative"
Cluster 4811,L-glutamine kinase involved in O-methyl phosphoramidate capsule modification
Cluster 4812,hypothetical protein
Cluster 4813,Membrane protein
Cluster 4814,Flagellar protein FlaG
Cluster 4815,Arsenical-resistance protein ACR3
Cluster 4816,hypothetical protein
Cluster 4817,Ubiquinol-cytochrome C reductase iron-sulfur subunit (EC 1.10.2.2)
Cluster 4818,Chaperone protein HtpG
Cluster 4819,4-cresol dehydrogenase [hydroxylating] flavoprotein subunit (EC 1.17.99.1)
Cluster 4820,hypothetical protein
Cluster 4821,hypothetical protein
Cluster 4822,Signal recognition particle receptor FtsY
Cluster 4823,hypothetical protein
Cluster 4824,hypothetical protein
Cluster 4825,hypothetical protein
Cluster 4826,Methylisocitrate lyase (EC 4.1.3.30)
Cluster 4827,Glucosamine-1-phosphate guanylyltransferase
Cluster 4828,Rod shape-determining protein MreB
Cluster 4829,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
Cluster 4830,Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34)
Cluster 4831,hypothetical protein
Cluster 4832,hypothetical protein
Cluster 4833,RidA/YER057c/UK114 superfamily protein
Cluster 4834,Motility accessory factor
Cluster 4835,hypothetical protein
Cluster 4836,"Ferric siderophore transport system, biopolymer transport protein ExbB"
Cluster 4837,"Ferric iron ABC transporter, ATP-binding protein"
Cluster 4838,Quinone-reactive Ni/Fe-hydrogenase small chain (EC 1.12.5.1)
Cluster 4839,phage uncharacterized protein
Cluster 4840,hypothetical protein
Cluster 4841,Phage antirepressor protein
Cluster 4842,Fluoride ion transporter CrcB
Cluster 4843,Cell wall-associated hydrolase
Cluster 4844,LSU ribosomal protein L14p (L23e)
Cluster 4845,hypothetical protein
Cluster 4846,hypothetical protein
Cluster 4847,hypothetical protein
Cluster 4848,Membrane protein
Cluster 4849,FIG00973752: TolA-like membrane protein
Cluster 4850,"capsular polysaccharide biosynthesis protein, putative"
Cluster 4851,Major antigenic peptide PEB2
Cluster 4852,4-cresol dehydrogenase [hydroxylating] flavoprotein subunit (EC 1.17.99.1)
Cluster 4853,Arginyl-tRNA--protein transferase (EC 2.3.2.8)
Cluster 4854,Motility accessory factor
Cluster 4855,UPF0317 protein YcsI
Cluster 4856,Motility accessory factor
Cluster 4857,Flagellar hook protein FlgE
Cluster 4858,LSU ribosomal protein L4p (L1e)
Cluster 4859,Auxin efflux carrier family protein
Cluster 4860,Methionine ABC transporter substrate-binding protein
Cluster 4861,"Phage head, major capsid protein E"
Cluster 4862,Motility accessory factor
Cluster 4863,Flagellin
Cluster 4864,"Putative metal chaperone, involved in Zn homeostasis, GTPase of COG0523 family"
Cluster 4865,hypothetical protein
Cluster 4866,SSU ribosomal protein S13p (S18e)
Cluster 4867,HIT family protein
Cluster 4868,FIG00470572: hypothetical protein
Cluster 4869,hypothetical protein
Cluster 4870,hypothetical protein
Cluster 4871,"McrBC restriction endonuclease system, McrB subunit, putative"
Cluster 4872,hypothetical protein
Cluster 4873,hypothetical protein
Cluster 4874,hypothetical protein
Cluster 4875,Putative periplasmic ATP /GTP-binding protein
Cluster 4876,hypothetical protein
Cluster 4877,Putative periplasmic protein
Cluster 4878,conserved hypothetical protein
Cluster 4879,hypothetical protein
Cluster 4880,Methyl-accepting chemotaxis signal transduction protein
Cluster 4881,hypothetical protein
Cluster 4882,RloF
Cluster 4883,"Tetracycline resistance, ribosomal protection type => Tet(O)"
Cluster 4884,Capsular polysaccharide export system protein KpsS
Cluster 4885,Glutamate synthase [NADPH] large chain (EC 1.4.1.13)
Cluster 4886,Flagellar protein FlaG
Cluster 4887,Flagellin
Cluster 4888,hypothetical protein
Cluster 4889,hypothetical protein
Cluster 4890,Channel-forming transporter/cytolysins activator of TpsB family
Cluster 4891,Diadenosine tetraphosphate (Ap4A) hydrolase and other HIT family hydrolases
Cluster 4892,Ribosome-binding factor A
Cluster 4893,Dicarboxylate carrier protein
Cluster 4894,hypothetical protein
Cluster 4895,hypothetical protein
Cluster 4896,Protein of unknown function DUF262 family
Cluster 4897,Single-stranded DNA-binding protein
Cluster 4898,Motility accessory factor
Cluster 4899,hypothetical protein
Cluster 4900,hypothetical protein
Cluster 4901,Putative two-component sensor histidine kinase
Cluster 4902,"host-nuclease inhibitor protein Gam, putative"
Cluster 4903,hypothetical protein
Cluster 4904,hypothetical protein
Cluster 4905,hypothetical protein
Cluster 4906,G:T/U mismatch-specific uracil/thymine DNA-glycosylase (EC 3.2.2.27)
Cluster 4907,hypothetical protein
Cluster 4908,Putative periplasmic protein
Cluster 4909,Putative integral membrane protein
Cluster 4910,FIG022708: hypothetical protein
Cluster 4911,hypothetical protein
Cluster 4912,Phage antirepressor protein
Cluster 4913,Motility accessory factor
Cluster 4914,"possible DNA primase, putative"
Cluster 4915,Single-stranded DNA-binding protein
Cluster 4916,hypothetical protein
Cluster 4917,Membrane protein
Cluster 4918,"Phage head, major capsid protein E"
Cluster 4919,"Signal transduction protein CetB, mediates an energy taxis response"
Cluster 4920,"FIG01269488: protein, clustered with ribosomal protein L32p"
Cluster 4921,hypothetical protein
Cluster 4922,hypothetical protein
Cluster 4923,hypothetical protein
Cluster 4924,conserved domain protein
Cluster 4925,VgrG protein
Cluster 4926,"RloG protein, putative"
Cluster 4927,Similar to imidazole glycerol phosphate synthase amidotransferase subunit (LPS cluster)
Cluster 4928,hypothetical protein
Cluster 4929,hypothetical protein
Cluster 4930,Probable lipoprotein nlpC precursor
Cluster 4931,"GDP-4-amino-4,6-dideoxy-alpha-D-acetylglucosamine N-acetyltransferase"
Cluster 4932,hypothetical protein
Cluster 4933,UPF0317 protein YcsI
Cluster 4934,FIG00469988: hypothetical protein
Cluster 4935,hypothetical protein
Cluster 4936,"Beta-1,4-galactosyltransferase"
Cluster 4937,Dolichol-phosphate mannosyltransferase (EC 2.4.1.83) in lipid-linked oligosaccharide synthesis cluster
Cluster 4938,hypothetical protein
Cluster 4939,Peptide-methionine (R)-S-oxide reductase MsrB (EC 1.8.4.12)
Cluster 4940,hypothetical protein
Cluster 4941,hypothetical protein
Cluster 4942,"Beta-1,3-glucosyltransferase"
Cluster 4943,hypothetical protein
Cluster 4944,SrpA-related protein
Cluster 4945,hypothetical protein
Cluster 4946,hypothetical protein
Cluster 4947,"Transcriptional regulator of rhamnose utilization, DeoR family"
Cluster 4948,hypothetical protein
Cluster 4949,hypothetical protein
Cluster 4950,hypothetical protein
Cluster 4951,hypothetical protein
Cluster 4952,Mobile element protein
Cluster 4953,LSU ribosomal protein L19p
Cluster 4954,Motility integral membrane protein
Cluster 4955,LSU ribosomal protein L18p (L5e)
Cluster 4956,Diacylglycerol kinase (EC 2.7.1.107)
Cluster 4957,Protein translocase membrane subunit SecG
Cluster 4958,"Type I restriction-modification system, specificity subunit S"
Cluster 4959,"AgrC, putative"
Cluster 4960,hypothetical protein
Cluster 4961,Cytochrome C553 (soluble cytochrome f)
Cluster 4962,hypothetical protein
Cluster 4963,hypothetical protein
Cluster 4964,hypothetical protein
Cluster 4965,"probable periplasmic protein Cj0413 , putative"
Cluster 4966,Protein of unknown function DUF262 family
Cluster 4967,hypothetical protein
Cluster 4968,hypothetical protein
Cluster 4969,Conjugative transfer protein TrbB
Cluster 4970,"Uncharacterized membrane protein, YraQ family"
Cluster 4971,"Putative metal chaperone, involved in Zn homeostasis, GTPase of COG0523 family"
Cluster 4972,Phage tail sheath monomer GpFI
Cluster 4973,UPF0394 inner membrane protein YeeE
Cluster 4974,Cytolethal distending toxin subunit C
Cluster 4975,hypothetical protein
Cluster 4976,hypothetical protein
Cluster 4977,"Sulfate permease, Trk-type"
Cluster 4978,"major facilitator family transporter, putative"
Cluster 4979,Motility accessory factor
Cluster 4980,hypothetical protein
Cluster 4981,Uncharacterized MFS-type transporter
Cluster 4982,Integral membrane protein
Cluster 4983,Phosphonate ABC transporter phosphate-binding periplasmic component (TC 3.A.1.9.1)
Cluster 4984,LSU ribosomal protein L20p
Cluster 4985,LSU ribosomal protein L17p
Cluster 4986,RNA polymerase-binding transcription factor DksA
Cluster 4987,Putative periplasmic protein
Cluster 4988,"ABC transporter, permease protein 2 (cluster 1, maltose/g3p/polyamine/iron)"
Cluster 4989,hypothetical protein
Cluster 4990,hypothetical protein
Cluster 4991,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
Cluster 4992,Flagellin
Cluster 4993,hypothetical protein
Cluster 4994,Citrate lyase beta chain (EC 4.1.3.6)
Cluster 4995,"Beta-1,4-galactosyltransferase"
Cluster 4996,COGs COG3777
Cluster 4997,Motility accessory factor
Cluster 4998,hypothetical protein
Cluster 4999,Motility accessory factor
Cluster 5000,"Type II secretion cytoplasmic ATP binding protein (PulE, ATPase)"
Cluster 5001,hypothetical protein
Cluster 5002,Ankyrin repeat-containing possible periplasmic protein
Cluster 5003,Hypothetical protein Cj0261c
Cluster 5004,First ORF in transposon ISC1904
Cluster 5005,Phage baseplate assembly protein GpJ
Cluster 5006,4-cresol dehydrogenase [hydroxylating] flavoprotein subunit (EC 1.17.99.1)
Cluster 5007,"Ferric iron ABC transporter, ATP-binding protein"
Cluster 5008,hypothetical protein
Cluster 5009,Motility accessory factor
Cluster 5010,Membrane protein
Cluster 5011,hypothetical protein
Cluster 5012,LSU ribosomal protein L4p (L1e)
Cluster 5013,Putative phage protein
Cluster 5014,conserved hypothetical protein
Cluster 5015,hypothetical protein
Cluster 5016,Major antigenic peptide PEB2
Cluster 5017,Motility accessory factor
Cluster 5018,FIG138056: a glutathione-dependent thiol reductase
Cluster 5019,hypothetical protein
Cluster 5020,hypothetical protein
Cluster 5021,Motility accessory factor
Cluster 5022,hypothetical protein
Cluster 5023,Ribosomal silencing factor RsfA
Cluster 5024,SopA protein
Cluster 5025,4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)
Cluster 5026,Bacteriocin resistance protein; peptidase C39
Cluster 5027,C4-dicarboxylate transporter
Cluster 5028,hypothetical protein
Cluster 5029,"host-nuclease inhibitor protein Gam, putative"
Cluster 5030,Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)
Cluster 5031,Holo-[acyl-carrier-protein] synthase (EC 2.7.8.7)
Cluster 5032,"probable periplasmic protein Cj0413 , putative"
Cluster 5033,hypothetical protein
Cluster 5034,Putative periplasmic protein
Cluster 5035,hypothetical protein
Cluster 5036,hypothetical protein
Cluster 5037,Putative periplasmic protein
Cluster 5038,Pyridoxal phosphate-containing protein YggS
Cluster 5039,TM2 domain family
Cluster 5040,Holo-[acyl-carrier-protein] synthase (EC 2.7.8.7)
Cluster 5041,Channel-forming transporter/cytolysins activator of TpsB family
Cluster 5042,"Beta-1,4-galactosyltransferase"
Cluster 5043,hypothetical protein
Cluster 5044,Methyl-accepting chemotaxis signal transduction protein
Cluster 5045,hypothetical protein
Cluster 5046,hypothetical protein
Cluster 5047,hypothetical protein
Cluster 5048,"Transcriptional regulator, HxlR family"
Cluster 5049,Motility accessory factor
Cluster 5050,"phage virion morphogenesis protein, putative"
Cluster 5051,Methyl-accepting chemotaxis signal transduction protein
Cluster 5052,Mobile element protein
Cluster 5053,[NiFe] hydrogenase nickel incorporation protein HypA
Cluster 5054,Peroxide stress regulator / Ferric uptake regulation protein
Cluster 5055,hypothetical protein
Cluster 5056,Replication initiation ATPase; bacteriophage DNA transposition B protein
Cluster 5057,hypothetical protein
Cluster 5058,hypothetical protein
Cluster 5059,Phosphonate ABC transporter phosphate-binding periplasmic component (TC 3.A.1.9.1)
Cluster 5060,hypothetical protein
Cluster 5061,"Phage virion morphogenesis protein Mup30, F"
Cluster 5062,Integral membrane protein
Cluster 5063,hypothetical protein
Cluster 5064,Putative periplasmic protein
Cluster 5065,"Ribbon-helix-helix protein, copG family domain protein"
Cluster 5066,hypothetical protein
Cluster 5067,FIG00472706: hypothetical protein
Cluster 5068,Motility accessory factor
Cluster 5069,hypothetical protein
Cluster 5070,"Ribbon-helix-helix protein, copG family domain protein"
Cluster 5071,hypothetical protein
Cluster 5072,hypothetical protein
Cluster 5073,Predicted metal-dependent hydrolase
Cluster 5074,TnpV
Cluster 5075,hypothetical protein
Cluster 5076,hypothetical protein
Cluster 5077,hypothetical protein
Cluster 5078,Spermidine export protein MdtJ
Cluster 5079,hypothetical protein
Cluster 5080,hypothetical protein
Cluster 5081,hypothetical protein
Cluster 5082,hypothetical protein
Cluster 5083,Putative periplasmic ATP/GTP-binding protein
Cluster 5084,hypothetical protein
Cluster 5085,Motility accessory factor
Cluster 5086,Integral membrane protein
Cluster 5087,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
Cluster 5088,Translation-disabling ACNase RloC
Cluster 5089,Uncharacterized membrane-anchored protein HP0586
Cluster 5090,Mob
Cluster 5091,Inner membrane protein YihN
Cluster 5092,FIG00973752: TolA-like membrane protein
Cluster 5093,hypothetical protein
Cluster 5094,hypothetical protein
Cluster 5095,FIG00471674: hypothetical protein
Cluster 5096,"Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)"
Cluster 5097,hypothetical protein
Cluster 5098,Propionate--CoA ligase (EC 6.2.1.17)
Cluster 5099,Hemerythrin domain protein
Cluster 5100,"Beta-1,3-glucosyltransferase"
Cluster 5101,Motility accessory factor
Cluster 5102,Phage tail formation protein GpI
Cluster 5103,Putative transmembrane transport protein
