gene_representative,pan_gene_class,product_name,frequency
562.31465.peg.2310,unique,"adherence and invasion outermembrane protein (Inv,enhances Peyer's patches colonization)_38",26
562.42666.peg.1364,core,Aquaporin Z_6,1956
562.42818.peg.4321,core,"Uncharacterized transcriptional regulator YieP, GntR family_4",1966
562.42818.peg.843,unique,Leucyl/phenylalanyl-tRNA--protein transferase (EC 2.3.2.6)_1,5
562.7581.peg.4613,unique,Enterotoxin_2,8
562.12959.peg.2425,core,Ethanolamine utilization protein EutQ_1,1961
562.12959.peg.1518,core,"Quercetin 2,3-dioxygenase (EC 1.13.11.24) => YhhW_1",1963
562.12959.peg.3928,core,Lipoprotein-releasing system ATP-binding protein LolD_1,1970
562.12959.peg.1198,core,NAD(P)H-flavin reductase (EC 1.5.1.41) (EC 1.16.1.3)_1,1970
562.12959.peg.626,core,SSU ribosomal protein S3p (S3e)_1,1970
562.16324.peg.4298,unique,Phage packaged DNA stabilization protein_1,6
562.19632.peg.4613,accessory,"DNA stabilization, phage-associated_4",259
562.22434.peg.3888,unique,Phage baseplate assembly protein V_1,59
562.22436.peg.4879,unique,3-fumarylpyruvate hydrolase (EC 3.7.1.20)_1,86
562.22439.peg.3243,accessory,Methyl-accepting chemotaxis protein_1,203
562.22453.peg.1353,accessory,Uncharacterized protein YjfJ_2,1901
562.22505.peg.966,core,DedA family inner membrane protein YghB_1,1968
562.22556.peg.3391,unique,Chaperone protein fimC precursor_5,16
562.22595.peg.4770,unique,Phage tail fiber protein GpH_47,16
562.22604.peg.4685,core,Uncharacterized protein YjaH_2,1966
562.22645.peg.3479,unique,Phage eae protein_29,22
562.22687.peg.2254,unique,Dienelactone hydrolase and related enzymes_8,25
562.22692.peg.4151,unique,"Uncharacterized transcriptional regulator YfjR, DeoR family_6",19
562.22809.peg.5023,unique,Replication protein_12,7
562.22897.peg.1452,unique,"Transcriptional regulator GadX, AraC family_5",7
562.22946.peg.3807,unique,Phage eae protein_50,8
562.22947.peg.4673,unique,Phage DNA replication protein P_12,20
562.23012.peg.2873,unique,Inner membrane ABC transporter permease protein YcjO_6,14
562.23040.peg.947,unique,"Acyl-CoA:acetate CoA-transferase, alpha subunit (EC 2.8.3.8) / Acyl-CoA:acetate CoA-transferase, beta subunit (EC 2.8.3.8) @ Acyl-CoA:acetate CoA transferase (EC 2.8.3.8)_6",11
562.23488.peg.1451,unique,"Lipopolysaccharide 1,2-N-acetylglucosaminetransferase (EC 2.4.1.56)_3",7
562.23670.peg.4902,unique,Inner membrane protein YeeR_21,11
562.23854.peg.3675,unique,Flagellar motor switch protein FliG_8,5
562.23873.peg.4056,core,Respiratory nitrate reductase delta chain (EC 1.7.99.4)_5,1957
562.23877.peg.2592,unique,Phage ea22 protein_317,6
562.28810.peg.2539,accessory,"Conserved protein YghT, with nucleoside triphosphate hydrolase domain_6",1872
562.28838.peg.1885,unique,Inner membrane protein YeeR_24,141
562.42667.peg.5531,unique,Aerobactin siderophore receptor IutA @ TonB-dependent siderophore receptor_14,10
562.42699.peg.1588,accessory,Phage DNA transfer protein_73,339
562.42771.peg.3748,unique,Glutamate decarboxylase (EC 4.1.1.15)_31,49
562.42811.peg.961,core,Esterase YpfH_5,1961
562.42818.peg.3184,core,"Thiamin ABC transporter, ATPase component_2",1967
562.42867.peg.5235,unique,Aminoglycoside 3''-nucleotidyltransferase (EC 2.7.7.-) => ANT(3'')-Ia (AadA family)_23,84
562.12959.peg.963,accessory,Lipopolysaccharide core heptose(II) kinase RfaY_1,481
562.12959.peg.1268,core,Copper-sensing two-component system response regulator CpxR_1,1970
562.12959.peg.2258,core,"Uncharacterized conserved protein YfiP, contains DTW domain_1",1968
562.12959.peg.4980,core,5'-methylthioadenosine nucleosidase (EC 3.2.2.16) @ S-adenosylhomocysteine nucleosidase (EC 3.2.2.9)_1,1970
562.12961.peg.2631,unique,Septum-associated cell division protein DedD_2,135
562.12961.peg.3399,core,Electron transport complex protein RnfE_1,1969
562.12961.peg.478,core,Peptide-methionine (S)-S-oxide reductase MsrA (EC 1.8.4.11)_1,1970
562.16325.peg.4792,unique,"Inner membrane protein forms channel for type IV secretion of T-DNA complex, VirB8_2",57
562.19184.peg.2538,unique,Chaperone protein LpfB_2,7
562.19632.peg.5268,unique,Permease of the drug/metabolite transporter (DMT) superfamily_12,45
562.22452.peg.1230,unique,"Transcriptional regulator STM2275, GntR family_1",57
562.22464.peg.1782,unique,Rhs-family protein_7,40
562.22513.peg.4656,unique,Molybdenum-binding periplasmic protein_2,27
562.22520.peg.201,unique,L-tartrate/succinate antiporter_2,13
562.22533.peg.4131,unique,NMN phosphatase (EC 3.1.3.5); Class B acid phosphatase precursor (EC 3.1.3.2)_2,19
562.22653.peg.1537,unique,"Phage tail tip, assembly protein L_13",59
562.22653.peg.2193,unique,Methionyl-tRNA synthetase (EC 6.1.1.10)_6,10
562.22692.peg.3544,unique,Uncharacterized resolvase YagL_1,15
562.22894.peg.2607,unique,Phage ea22 protein_149,6
562.22902.peg.1232,unique,"Transcriptional regulator YidZ, LysR family_3",9
562.22914.peg.5044,unique,Transposase InsF for insertion sequence IS3 @ Mobile element protein_14,32
562.22947.peg.4617,accessory,Phage exonuclease (EC 3.1.11.3)_9,553
562.23025.peg.4543,unique,Putative uncharacterized protein STY3991_4,5
562.23174.peg.4480,unique,Response regulator of zinc sigma-54-dependent two-component system_3,6
562.23644.peg.4853,unique,Bacteriophage N4 adsorption protein A_14,6
562.28566.peg.1859,unique,Mobile element protein_825,20
562.31463.peg.1111,unique,putative exported protein_1,7
562.42648.peg.4387,unique,"Phage tail fiber, side tail fiber protein Stf_359",9
562.42667.peg.5406,unique,"Ribose ABC transporter, substrate-binding protein RbsB (TC 3.A.1.2.1)_4",5
562.42818.peg.4124,core,Flagellar basal-body rod modification protein FlgD_3,1964
562.42818.peg.929,unique,Dethiobiotin synthase BioD (EC 6.3.3.3)_4,81
562.45398.peg.2744,unique,"Phage head, head-tail preconnector protease C / Phage head, scaffolding domain Nu3_50",18
562.7567.peg.4302,unique,Phage EaA protein_150,5
562.7693.peg.5049,unique,COG4584: Transposase and inactivated derivatives_7,11
562.12959.peg.2728,core,Inner membrane protein YohK_1,1970
562.12959.peg.2363,accessory,Putative endoprotease STM2005_1,265
562.12959.peg.754,core,"Quercetin 2,3-dioxygenase (EC 1.13.11.24) => YhhW_2",1970
562.12959.peg.5096,core,L-ribulose-5-phosphate 4-epimerase (EC 5.1.3.4)_1,1969
562.12959.peg.479,accessory,D-allulose-6-phosphate 3-epimerase (EC 5.1.3.-)_1,1552
562.12959.peg.2662,core,Ferredoxin-type protein NapG (periplasmic nitrate reductase)_1,1964
562.12959.peg.2954,accessory,Uncharacterized protein YedJ_1,1883
562.12959.peg.5358,accessory,"Fe2+ ABC transporter, ATP-binding subunit_1",721
562.12959.peg.3391,core,Dethiobiotin synthase BioD (EC 6.3.3.3)_1,1966
562.12960.peg.3498,accessory,Probable fimbrial chaperone YraI_1,422
562.12960.peg.1682,unique,Uncharacterized protein YmfE_1,27
562.12961.peg.1632,core,DNA mismatch repair endonuclease MutH_1,1970
562.16466.peg.4505,unique,"Transcriptional regulator, Xre family_3",5
562.20499.peg.4938,unique,Retron-type RNA-directed DNA polymerase (EC 2.7.7.49)_10,8
562.22430.peg.4768,accessory,Chaperone protein FimC_1,415
562.22437.peg.4245,core,Uncharacterized protein YjiH_1,1952
562.22452.peg.4399,unique,"Melibiose carrier protein, Na+/melibiose symporter_3",9
562.22454.peg.1259,unique,Phage integrase_40,16
562.22464.peg.3161,unique,Toxin HigB / Protein kinase domain of HipA_7,14
562.22494.peg.2188,unique,Uncharacterized HTH-type transcriptional regulator YfhH_4,11
562.22553.peg.849,unique,"acylneuraminate cytidylyltransferase, putative_1",17
562.22605.peg.2639,unique,"Uncharacterized transcriptional regulator YfjR, DeoR family_3",8
562.22635.peg.2636,accessory,Phage exonuclease (EC 3.1.11.3)_5,1005
562.22720.peg.32,unique,2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)_5,6
562.22848.peg.654,unique,Cysteine desulfurase (EC 2.8.1.7) => SufS_7,5
562.22946.peg.3435,unique,Phage integrase_111,7
562.22947.peg.5150,unique,Phage protein_352,17
562.23078.peg.4934,accessory,Mobile element protein_545,270
562.23152.peg.1783,unique,Phage recombination protein NinG_5,50
562.23248.peg.4744,unique,"Inner membrane protein forms channel for type IV secretion of T-DNA complex, VirB8_9",7
562.23354.peg.791,unique,T6SS component TssB (ImpB/VipA)_13,5
562.23432.peg.4666,unique,Putative phosphoethanolamine transferase YhbX_17,40
562.23445.peg.5263,unique,"Uncharacterized protein, YdfU family_13",48
562.23661.peg.2431,unique,c-di-GMP phosphodiesterase (EC 3.1.4.52) => PdeB_12,13
562.23694.peg.510,unique,"Electron transfer flavoprotein, alpha subunit YdiR_5",7
562.42652.peg.5407,unique,Phage tail formation protein GpD_49,8
562.42666.peg.2957,unique,core protein_28,10
562.42716.peg.4885,unique,Putative transposase InsK for insertion sequence element IS150_70,6
562.42724.peg.2206,unique,"H repeat-associated protein, YhhI family_112",125
562.42856.peg.5201,unique,Transposase InsL for insertion sequence element IS186_21,5
562.7567.peg.5658,accessory,Clamp-binding protein paralog_34,295
562.7629.peg.3935,unique,"Phage tail fiber, side tail fiber protein Stf_497",15
562.7639.peg.4855,unique,Phage DNA replication protein O_116,6
562.7673.peg.4764,unique,Phage integrase_214,13
562.7728.peg.1532,unique,FIG070121: Phage capsid and scaffold protein_9,5
562.7749.peg.215,unique,Uncharacterized protein YhaC_20,8
562.12959.peg.4397,core,Tol-Pal system protein TolQ_1,1970
562.12959.peg.4181,core,Putative inner membrane protein_2,1965
562.12959.peg.4048,core,Trimethylamine-N-oxide operon transcriptional regulatory protein TorR_1,1955
562.12960.peg.608,accessory,Probable fimbrial chaperone SfmC_1,743
562.12961.peg.4749,core,"CsiR, transcriptional repressor of CsiD_1",1963
562.13502.peg.4752,unique,Putative transferase_2,21
562.16324.peg.2871,accessory,Lipopolysaccharide core heptose(II) kinase RfaY_3,1197
562.16324.peg.5628,unique,Phage serine/threonine protein phosphatase NinI (EC 3.1.3.16)_2,139
562.22433.peg.2623,accessory,Pyrimidine permease RutG_2,189
562.22449.peg.477,core,LSU rRNA pseudouridine(746) synthase (EC 5.4.99.29) @ tRNA pseudouridine(32) synthase (EC 5.4.99.28)_1,1970
562.22453.peg.1017,unique,Phage repressor protein cI_18,6
562.22457.peg.2426,unique,Phage protein_120,50
562.22478.peg.169,core,Elongation factor P-like protein_1,1970
562.22479.peg.1327,unique,Transcriptional regulator_16,11
562.22529.peg.3603,unique,L-ribulose-5-phosphate 4-epimerase (EC 5.1.3.4)_2,43
562.22548.peg.2471,accessory,"Capsular polysaccharide ABC transporter, ATP-binding protein KpsT_10",828
562.22570.peg.2471,unique,Transposase InsD for insertion element IS2_16,31
562.22697.peg.4876,unique,Transposase_183,6
562.22775.peg.3205,accessory,Putative uncharacterized protein YtfA_11,1452
562.22776.peg.193,unique,Catalase KatE-intracellular protease (EC 1.11.1.6)_3,6
562.22931.peg.4336,unique,Insertion element IS110 (Streptomyces coelicolor) transposase_6,5
562.22971.peg.2058,unique,2-dehydro-3-deoxygalactonokinase (EC 2.7.1.58)_6,7
562.23024.peg.3344,unique,Cryptic outer membrane porin BglH_8,7
562.23065.peg.3955,unique,Uncharacterized oxidoreductase YdgJ_3,5
562.23114.peg.4811,unique,Mobile element protein_551,9
562.23276.peg.1641,unique,Transcriptional regulatory protein RtcR_7,44
562.23387.peg.3312,unique,Phage ea22 protein_237,24
562.23476.peg.4797,unique,Phage repressor protein cI_62,6
562.23520.peg.4943,accessory,"Transcriptional regulator, Xre family_8",392
562.23648.peg.4058,unique,Phage eae protein_82,6
562.23719.peg.2739,unique,Phage protein_479,82
562.42697.peg.1825,unique,"Taurine ABC transporter, substrate-binding protein TauA_6",35
562.42697.peg.1888,unique,"Putative Dihydrolipoamide dehydrogenase (EC 1.8.1.4); Mercuric ion reductase (EC 1.16.1.1); PF00070 family, FAD-dependent NAD(P)-disulphide oxidoreductase_11",7
562.45846.peg.2034,accessory,"H repeat-associated protein, YhhI family_131",176
562.7576.peg.5375,unique,Exodeoxyribonuclease VIII (EC 3.1.11.-)_82,9
562.7642.peg.1919,unique,LysR-family transcriptional regulator YbdO_12,30
562.7710.peg.5372,unique,"Phage head, head-tail preconnector protease C / Phage head, scaffolding domain Nu3_76",5
562.7726.peg.5215,unique,VgrG protein_236,23
562.12959.peg.3884,accessory,Phage antitermination protein Q_1,408
562.12959.peg.2261,core,"Uracil-DNA glycosylase, family 1 (EC 3.2.2.27)_1",1969
562.12959.peg.988,core,tRNA (guanosine(18)-2'-O)-methyltransferase (EC 2.1.1.34)_1,1970
562.12959.peg.1042,accessory,D-Galactonate repressor DgoR_1,1933
562.12959.peg.1415,core,N-acetylmannosamine-6-phosphate 2-epimerase (EC 5.1.3.9)_1,1966
562.12959.peg.508,accessory,CidA-associated membrane protein CidB_1,1175
562.12959.peg.4742,core,Phosphate regulon transcriptional regulatory protein PhoB (SphR)_1,1970
562.12959.peg.4377,core,Molybdenum ABC transporter permease protein ModB_1,1970
562.12959.peg.5,core,Response regulator CreB of two-component signal transduction system CreBC_1,1966
562.12959.peg.579,core,Alpha-aspartyl dipeptidase Peptidase E (EC 3.4.13.21)_1,1967
562.12960.peg.5259,accessory,IncF plasmid conjugative transfer regulator TraJ_1,499
562.12960.peg.2155,accessory,Phage antitermination protein Q_2,209
562.12960.peg.346,accessory,"Periplasmic aromatic aldehyde oxidoreductase, iron-sulfur subunit YagT_1",543
562.12961.peg.1597,accessory,Propanediol dehydratase medium subunit (EC 4.2.1.28)_1,257
562.13502.peg.4707,unique,Mobile element protein_38,7
562.22432.peg.4519,unique,Hybrid sensory histidine kinase in two-component regulatory system with EvgA_3,7
562.22433.peg.4818,accessory,N-acetylmannosamine-6-phosphate 2-epimerase (EC 5.1.3.9)_3,177
562.22435.peg.3655,accessory,Intracellular protease_4,222
562.22435.peg.4873,accessory,Phage antitermination protein Q_10,234
562.22444.peg.4541,unique,Pirin_2,7
562.22452.peg.4905,unique,Homolog of fucose/glucose/galactose permeases_3,23
562.22455.peg.4356,unique,Fructuronate transporter GntP_4,16
562.22492.peg.4721,unique,Phage antitermination protein Q_19,14
562.22517.peg.5073,unique,Antigen 43_12,81
562.22524.peg.4325,unique,Chitinase (EC 3.2.1.14)_1,5
562.22614.peg.1727,unique,Invasin_15,16
562.22639.peg.4800,unique,Transposase InsI for insertion sequence element IS30_5,11
562.22652.peg.5045,accessory,Adenine-specific methyltransferase (EC 2.1.1.72)_4,1173
562.22677.peg.2215,unique,Phage antitermination protein Q_34,9
562.22682.peg.4953,unique,Antigen 43_25,9
562.22692.peg.825,accessory,Phage superinfection exclusion protein B_6,229
562.22705.peg.4877,unique,"Manganese ABC transporter, inner membrane permease protein SitD_12",9
562.22748.peg.4737,unique,Inner membrane transporter YjeM_3,11
562.22875.peg.967,unique,Colicin I receptor_24,15
562.23130.peg.1883,core,"FIG01964566: Predicted membrane protein, hemolysin III homolog_1",1970
562.23485.peg.4332,unique,Phage ea22 protein_254,5
562.23695.peg.4086,unique,Phage protein_477,8
562.28840.peg.3609,unique,Protein RhsA_5,60
562.28998.peg.574,unique,Uncharacterized protein YcgV_10,36
562.28999.peg.251,unique,putative fimbrial chaperone_1,8
562.42818.peg.3250,core,"Carbonic anhydrase, beta class (EC 4.2.1.1)_4",1970
562.7567.peg.452,unique,Fimbrial chaperone protein_3,17
562.7626.peg.1042,unique,Integrase_181,11
562.7699.peg.5586,unique,"Phage tail tip, host specificity protein J_256",43
562.7706.peg.4869,unique,VgrG protein_231,49
562.12959.peg.4639,core,"Uncharacterized metabolite ABC transporter in Enterobacteriaceae, ATP-binding protein EC-YbbA_1",1966
562.12959.peg.281,core,L-ribulose-5-phosphate 4-epimerase UlaF (EC 5.1.3.4)_1,1969
562.12959.peg.4428,accessory,Demethylmenaquinone methyltransferase-like protein_1,401
562.12959.peg.3409,core,"Transcriptional regulator YdfH, GntR family_1",1966
562.12959.peg.2558,core,"Histidine ABC transporter, permease protein HisQ (TC 3.A.1.3.1)_1",1970
562.12959.peg.365,accessory,Ethanolamine utilization protein similar to PduL_1,329
562.12960.peg.2161,accessory,Epoxyqueuosine reductase (EC 1.17.99.6) QueH_1,670
562.12960.peg.3900,unique,Chaperone protein LpfB_1,156
562.13502.peg.868,accessory,"Transcriptional regulator, ArsR family_2",266
562.17620.peg.5156,unique,"Inner membrane protein forms channel for type IV secretion of T-DNA complex, VirB8_3",5
562.22433.peg.4349,accessory,IncF plasmid conjugative transfer regulator TraJ_3,439
562.22439.peg.4693,accessory,Mobile element protein_129,324
562.22454.peg.4420,unique,COG0286: Type I restriction-modification system methyltransferase subunit_1,15
562.22464.peg.4599,unique,Putative glycoportein_7,23
562.22489.peg.4435,accessory,YihA_2,709
562.22510.peg.1510,unique,Chaperone protein LpfB_3,58
562.22577.peg.5063,unique,Phage repressor protein cI_31,21
562.22619.peg.3637,unique,c-di-GMP phosphodiesterase (EC 3.1.4.52) => PdeB_4,15
562.22658.peg.3322,unique,Electron transfer flavoprotein-quinone oxidoreductase YgcN_2,25
562.22662.peg.3261,unique,"Capsular polysaccharide ABC transporter, ATP-binding protein KpsT_12",77
562.22663.peg.4762,accessory,Uncharacterized lipoprotein yaeF precursor_4,182
562.22695.peg.1976,unique,Phage eae protein_34,38
562.22741.peg.3558,unique,"PTS system, arbutin-, cellobiose-, and salicin-specific IIB component / PTS system, arbutin-, cellobiose-, and salicin-specific IIC component_3",5
562.22757.peg.3370,unique,Cyclic di-GMP-binding protein BcsB_7,7
562.22769.peg.2465,unique,"Multidrug resistance transporter, Bcr/CflA family_7",5
562.22891.peg.3853,unique,Phage ea22 protein_148,6
562.22969.peg.2753,unique,Arylsulfatase (EC 3.1.6.1)_16,5
562.23003.peg.4779,unique,Putative large exoprotein involved in heme utilization or adhesion of ShlA/HecA/FhaA family_93,7
562.23010.peg.4906,unique,Phage tail fiber protein GpH_111,47
562.23658.peg.572,unique,Uncharacterized GST-like protein yghU associated with glutathionylspermidine synthetase/amidase_4,12
562.23677.peg.4398,unique,Z1226 protein_47,16
562.23738.peg.3882,unique,Phage eae protein_90,8
562.23743.peg.3985,unique,Uncharacterized UPF0750 membrane protein YpjC_6,17
562.23756.peg.4853,unique,"Phage tail, tail length tape-measure protein H_95",6
